MOCS ID,Fiscal Year,Source,Council Member,Legal Name of Organization,EIN,Status,amount,Agency,Program Name,Address,Address 2 (optional),City,State,Postcode,Purpose of Funds,Fiscal Conduit Name,FC EIN,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
FY16 3633,2016,Local,Mark-Viverito,Public School 50M - Vito Marcantonio,136400434,Cleared,5000,DOE,,,,,,,To support the operation of the Peace Garden at PS/IS 50 Vito Marcantonio.,,,,,,,,,,,
FY16 3918,2016,Local,Ulrich,"Rockaway Theatre Company, Inc.",113505908,Cleared,10000,DCLA,,PO Box 950398,,Far Rockaway,NY,11695-0398,"Funds will be used to support operation, supplies and workshops",,,,,,,,,,,
FY16 3022,2016,Local,Rose,New York City Housing Authority,136400434,Cleared,2000,NYCHA,Todt Hill Houses,,,,,,Funding will be used to support various tenant association activities.,,,,,,,,,,,
FY16 5977,2016,Parks Equity Initiative,Van Bramer,"Smiling Hogshead, Inc.",464968093,Cleared,6000,DPR,Smiling Hogshead Ranch,26 Davis Court,,Queens,NY,11101,Educational programming,,,,,,,,,,,
FY16 3023,2016,Local,Rose,New York City Housing Authority,136400434,Cleared,2000,NYCHA,West Brighton Houses,,,,,,Funding will be used to support various tenant association activities.,,,,,,,,,,,
FY16 3120,2016,Local,King,New York City Housing Authority,136400434,Cleared,1000,NYCHA,Boston Secor Houses,,,,,,To support the annual Family Day event at the Boston Secor NYCHA development,,,,,,,,,,,
FY16 3121,2016,Local,King,New York City Housing Authority,136400434,Cleared,1000,NYCHA,Gun Hill Houses,,,,,,To support the annual Family Day event at the Gun Hill Houses NYCHA development,,,,,,,,,,,
FY16 1628,2016,Local,Crowley,"Forest Park Trust, Inc.",311558645,Cleared,20000,DPR,,Oak Ridge,One Forest Park,Woodhaven,New YorkNY,11421,"Funds will also be used to create a family fun day in Forest Park, a Christmas event, and Senior Teas.",,,,,,,,,,,
FY16 2365,2016,Anti-Poverty,Vallone,Korean American Family Service Center (KAFSC),133609811,Cleared,5000,MOCJ,,PO Box 541429 Site Confidential,,Flushing,NY,11354,The funds will be used to support of the Rainbow House Shelter operation.,,,,,,,,,,,
FY16 3122,2016,Local,King,New York City Housing Authority,136400434,Cleared,1000,NYCHA,Baychester Houses,,,,,,To support the annual Family Day event at the Baychester NYCHA development,,,,,,,,,,,
FY16 3123,2016,Local,King,New York City Housing Authority,136400434,Cleared,1000,NYCHA,Edenwald Houses,,,,,,To support the annual Family Day event at the Edenwald NYCHA development,,,,,,,,,,,
FY16 3124,2016,Local,King,New York City Housing Authority,136400434,Cleared,1000,NYCHA,Eastchester Houses,,,,,,To support the annual Family Day event at the Eastchester NYCHA development,,,,,,,,,,,
FY16 4863,2016,Youth,Miller,"Youth and Tennis, Inc.",112576758,Cleared,12500,DYCD,,77-01 Baisley Blvd,Roy Wilkins Center,Jamaica,New YorkNY,11434,Funding will provide for salaried Activity specialists (tennis coaches) to teach the sport.,,,,,,,,,,,
FY16 3164,2016,Aging,Matteo,"New York City Verrazano 10-13 Association, Inc.",134151778,Cleared,5000,DFTA,,PO Box 61725,,Staten Island,NY,10306,"Funds will be used for their nourishment program, transportation, food, equipment and operating cost.",,,,,,,,,,,
FY16 6846,2016,NYC Support Our Seniors,Chin,Archcare,133896624,Cleared,14705,DFTA,Timebank,,,,,,"Council Members will each designate $29,411 to any organization funded through a city agency that provides senior services and programming.",,,,,,,,,,,
FY16 4905,2016,Anti-Gun Violence   - City Council Employment Program,,Department of Youth and Community Development,136400434,Cleared,1500000,DYCD,,,,,,,This allocation supports the expansion of the New York City Crisis Management’s City Council Employment program.,,,,,,,,,,,
FY16 5459,2016,Murphy Institute Center for Worker Education,,City University of New York,136400434,Cleared,100000,CUNY,,,,,,,"This allocation represents a restoration of $100,000 from Fiscal 2015 to provide access to education for working adults and training for New York City union members.",,,,,,,,,,,
FY16 1125,2016,Youth,Dromm,"Connect, Inc.",20694269,Cleared,5000,DYCD,,PO Box 20217,,New York,New YorkNY,10001,"To support the creation of early intervention and prevention program to end domestic and gender-based violence through trainings, educational workshops, community events, and ongoing partnerships.",,,,,,,,,,,
FY16 1126,2016,Youth,Cumbo,"Connect, Inc.",20694269,Cleared,4000,DYCD,,PO Box 20217,,New York,New YorkNY,10001,Funding will be used to support the continuation of early intervention and prevention programs,,,,,,,,,,,
FY16 5503,2016,Obesity Prevention Initiative,,"Healthcorps, Inc.",261269358,Cleared,750000,DOHMH,,,,,,,This allocation supports a number of obesity prevention programs that provide nutrition and wellness education and promote physical fitness to curb and prevent obesity in young New Yorkers.,,,,,,,,,,,
FY16 1274,2016,Local,Richards,Department of Parks and Recreation,136400434,Cleared,30000,DPR,,,,,,,"To support recreational programs, events, and activities in Council District 31 To support Parks maintenance and operational needs in Rockaway.",,,,,,,,,,,
FY16 1275,2016,Local,Espinal,Department of Parks and Recreation,136400434,Cleared,1500,DPR,,,,,,,Funding will support 3 movie nights in local parks.,,,,,,,,,,,
FY16 1278,2016,Local,Palma,Department of Parks and Recreation,136400434,Cleared,5000,DPR,,,,,,,Funding will be used for Wenger Wagons,,,,,,,,,,,
FY16 1276,2016,Local,Ulrich,Department of Parks and Recreation,136400434,Cleared,5000,DPR,,,,,,,Funds will be used for a festival and costs associated in Addabbo Playground in District 32,,,,,,,,,,,
FY16 1307,2016,Local,Mendez,Department of Transportation,136400434,Cleared,7000,DOT,,,,,,,Helmet give away and Commercial Cycling program,,,,,,,,,,,
FY16 1308,2016,Local,Palma,Department of Transportation,136400434,Cleared,6000,DOT,,,,,,,Funding will be used for bike safety events.,,,,,,,,,,,
FY16 1123,2016,Local,Dickens,"Connect, Inc.",20694269,Cleared,5000,DYCD,,PO Box 20217,,New York,New YorkNY,10001,"Funds are for legal empowerment, grassroots mobilization and transformative education, we seek to create safe families and peaceful communities.",,,,,,,,,,,
FY16 0064,2016,Youth,Dickens,African Diaspora Film Festival,743058513,Cleared,5000,DYCD,,535 Cathedral Parkway - St 14B,,New York,New York,10025,"To provide tickets for young people at elementary, intermediate and high school students to attend screenings at the African Diaspora Film Festival.",,,,,,,,,,,
FY16 0065,2016,Youth,Rose,"African Refuge, Inc.",10873188,Cleared,3000,DYCD,,185 Park Hll Ave,Sutie LB,Staten Island,New YorkNY,10304,"Funding would be used for staff, operational and administrative costs associated with running AR's Youth Center programs and activities.","United Activities Unlimited, Inc.",132921483,,,,,,,,,
FY16 0072,2016,Local,Levine,"Afro-Latin Jazz Alliance of New York, Inc.",453665976,Cleared,5000,DCLA,,co Harlem School of the Arts,645 Saint Nicholas Avenue,New York,New YorkNY,10030,"To support the cost of artist fees for the Alliance's 3rd Annual ""Pueblo Harlem"" Hispanic Heritage event, a free of charge community event open to the general public, at Harlem School of the Arts, 645 St. Nicholas Avenue, where they are artists-in-residence.",,,,,,,,,,,
FY16 0077,2016,Aging,Rodriguez,"Agudath Israel of America Community Services, Inc.",133975090,Cleared,9000,DFTA,,42 Broadway - 14th Floor,,New York,NY,10004,To Subsidize budget allotment for Raw Food Program,,,,,,,,,,,
FY16 1310,2016,Local,Kallos,Department of Transportation,136400434,Cleared,3500,DOT,,,,,,,To sponsor a bike helmet fitting and give away program in District 05.,,,,,,,,,,,
FY16 1311,2016,Local,Levine,Department of Transportation,136400434,Cleared,3000,DOT,,,,,,,DOT Helmet giveaway day,,,,,,,,,,,
FY16 0102,2016,Local,Mendez,"Allied Productions, Inc.",133123525,Cleared,5000,DCLA,,PO Box 20260,Tompkins Square Station,New York,New YorkNY,10009,"Funding to support (LPV) film screenings, craft workshops, music, theater, installations and other gatherings that seek to engage the local/arts community and events @ Le Petit Versailles.",,,,,,,,,,,
FY16 0118,2016,Aging,Greenfield,"American Italian Coalition of Organizations, Inc.",112488439,Cleared,7500,DFTA,,138 Bay 20th Street,,Brooklyn,New YorkNY,,To support education and wellness programs for seniors.,,,,,,,,,,,
FY16 0119,2016,Local,Gentile,"American Italian Coalition of Organizations, Inc.",112488439,Cleared,1500,DFTA,,138 Bay 20th Street,,Brooklyn,New YorkNY,,"Funds will be used to pay for program supplies, equipment, and consultants to enhance programs and services for older adults.",,,,,,,,,,,
FY16 1312,2016,Local,Kallos,Department of Transportation,136400434,Cleared,3000,DOT,,,,,,,To support a commercial bike forum.,,,,,,,,,,,
FY16 0564,2016,Local,Lander,Brooklyn Community Board #12,136400434,Cleared,3500,BKCB,,,,,,,To support operating expenses,,,,,,,,,,,
FY16 0254,2016,Youth,Cornegy,"Balance Dance Theatre, Inc.",203716286,Pending,5000,DYCD,,297 Lenox Road,Apt 5B,Brooklyn,New YorkNY,,"Funding will be used to operate Balance Dance Theatres Saturday Academy programming, that delivers instruction in, but not limited to Ballet, Tap, and Modern dance.",,,,,,,,,,,
FY16 0266,2016,Youth,Chin,"Battery Conservancy, Inc.",133769101,Cleared,6000,DYCD,,One Whitehall Street 17th Fl,,New York,NY,10004,"Funds will support Battery Urban Farm, the parks largest education and outreach program that is educating youth and the public about growing and eating healthy vegetables and sustainable gardening. The program provides educational classes to youth and outreach to youth and adults through tours and free community events.",,,,,,,,,,,
FY16 0268,2016,Local,Vallone,"Bay Community Volunteer Ambulance Corps, Inc.",116106688,Cleared,7500,FDNY,,P O Box 610540,,Bayside,New YorkNY,11361-0540,Funding will support the  services and operating costs of the BCVAC,,,,,,,,,,,
FY16 0280,2016,Youth,Vallone,"Bayside Little League, Inc.",113279032,Cleared,5000,DYCD,,PO Box 610054,,Bayside,New YorkNY,11361,Funding will be used to cover the costs for athletic equipment.,,,,,,,,,,,
FY16 0313,2016,Local,Torres,"Belmont District Management Association, Inc.",270834463,Cleared,30000,DSBS,,PO Box 580-203,Mt Carmel Station,Bronx,New YorkNY,10458,Funds will support the BID's marketing campaign including program/events that coincide with the winter holiday season and showcase the unique character of the community.,,,,,,,,,,,
FY16 0384,2016,Youth,Levine,"Bloomingdale Family Program, Inc.",132638566,Cleared,5000,DYCD,,125 West 109th St,,New York,New YorkNY,11201-2542,"To support Bloomingdale Family Program Inc.'s Homework Help Program, which provides academic support to kindergarten-third graders who receive the organization's Preventive Services. There is a substantial waiting list for the program, and funding would enable the organization to increase the number of children that they can serve.",,,,,,,,,,,
FY16 0388,2016,Local,Ulrich,"Bobbi and the Strays, Inc.",113444285,Cleared,5000,DYCD,,107-57 100t St,,Ozone Park,NY,11417,Funds will be used to provide veterinary services,,,,,,,,,,,
FY16 0389,2016,Local,Crowley,"Bobbi and the Strays, Inc.",113444285,Cleared,5500,DYCD,,107-57 100t St,,Ozone Park,NY,11417,"Funding is used to support medical/veterinary costs for an animal protection,rescue,adoption program, including spay/neuter of all animals we take in.",,,,,,,,,,,
FY16 0415,2016,Local,Lancman,Braata Productions,273402327,Cleared,5000,DCLA,,118-05 200th st,,St Albans,New YorkNY,,Funds will be used for Braata Theatre Workshop which will present a staged reading of a new play. This reading will include a talkback session and a main staged full production.,,,,,,,,,,,
FY16 0436,2016,Youth,Levine,"Bridge, Inc., The",131919799,Cleared,5000,DYCD,,248 West 108th Street,6th Floor,New York,NY,10606-2956,"To support the Bridge Inc.'s Soup Kitchen, which feeds several hundred mentally ill and homeless adults annually at program headquarters 248 West 108th Street, NYC, providing 1,000 meals a week or 104,000 hot, nutritious meals a year. Funding will be used to cover the cost of providing food daily.",,,,,,,,,,,
FY16 1346,2016,Local,Rose,"DOE-District 31, Region 7",136400434,Cleared,13000,DOE,,,,,,,Funds will be used to provide $500 to every elementary and Junior High PTA,,,,,,,,,,,
FY16 0449,2016,Youth,Grodenchik,"Broadway League, Inc., The",130951470,Cleared,11000,DYCD,,729 7th Avenue,5th floor,New York,New YorkNY,,To fund the Family First Nights program which introduces families from underserved communities to professional theatre.,,,,,,,,,,,
FY16 0459,2016,Boro,Bronx Delegation,Bronx Children's Museum,260579140,Cleared,10000,DCLA,,P O Box 1381,,Bronx,New YorkNY,10451,"To support the environmental/arts education program, Rivers on the Go in schools in the Bronx.",,,,,,,,,,,
FY16 0461,2016,Local,Gibson,Bronx Children's Museum,260579140,Cleared,10000,DCLA,,P O Box 1381,,Bronx,New YorkNY,10451,"Funds will go to the mobile exhibit, called Rivers on the Go: Where is Justin the Beaver and the High Bridge, to 2 schools and 1 community festival in each of the designated districts (up to 500 people each).  The 30-minute program includes pre- and post- visits to participating schools by museum educators, who will bring curriculum activities, maps and handouts with resources, posters, games, etc. Funds will be used for educators and artists time for 2 bus visits per school (240 children per district), and materials.",,,,,,,,,,,
FY16 0462,2016,Local,Mark-Viverito,Bronx Children's Museum,260579140,Cleared,12500,DCLA,,P O Box 1381,,Bronx,New YorkNY,10451,"To support the Artspot program at Mitchel Houses, where a team of four teaching artists will work with multiple groups of children at Mitchel Houses for six consecutive Saturdays in the summer, bringing music, dance, poetry and spoken word, painting and sculpture.",,,,,,,,,,,
FY16 0463,2016,Local,Palma,Bronx Children's Museum,260579140,Cleared,6000,DCLA,,P O Box 1381,,Bronx,New YorkNY,10451,To support educational programming and exhibits on the Bronx waterways and the High Bridge for children and families.,,,,,,,,,,,
FY16 0465,2016,Local,Cabrera,Bronx Community Board #8,136400434,Cleared,5000,BXCB,,,,,,,Funding to support various community board activities,,,,,,,,,,,
FY16 0496,2016,Local,Mark-Viverito,BronxArtSpace,454636159,Cleared,5000,DCLA,,305 E 140,1A,Bronx,New YorkNY,10454,"To host a series of 5 free exhibitions with artist talks and workshops focusing on crucial themes related to immigration, featuring artists from the Bronx, of immigrant heritage or who's work directly addresses the issues. Funding will compensate artists for materials, framing, exhibition expenses and transporting art work.",,,,,,,,,,,
FY16 0569,2016,Local,Menchaca,Brooklyn Community Board #7,136400434,Cleared,5000,BKCB,,,,,,,"Funds will be used to supplement Brooklyn CB7 resources and to perform outreach to encourage and facilitate citizen participation in government within their community, per the Community Boards City Charter mandate.",,,,,,,,,,,
FY16 0562,2016,Local,Gentile,Brooklyn Community Board #10,136400434,Cleared,3500,BKCB,,,,,,,Funds will support services to the community performed by the Community Board and pay for materials used by the Board.,,,,,,,,,,,
FY16 0563,2016,Local,Gentile,Brooklyn Community Board #11,136400434,Cleared,3500,BKCB,,,,,,,Funds will support services to the community performed by the Community Board and pay for materials used by the Board.,,,,,,,,,,,
FY16 0568,2016,Local,Lander,Brooklyn Community Board #7,136400434,Cleared,3500,BKCB,,,,,,,To support operating expenses.,,,,,,,,,,,
FY16 0594,2016,Local,Levin,Brooklyn Frontiers High School,136400434,Cleared,2500,DOE,,,,,,,To support after school programming.,,,,,,,,,,,
FY16 0617,2016,Local,Lander,Brooklyn Public Library,136400434,Cleared,25000,BPL,,,,,,,Expenses associated with providing Sunday hours at the Borough Park Library,,,,,,,,,,,
FY16 0618,2016,Local,Greenfield,Brooklyn Public Library,136400434,Cleared,25000,BPL,Midwood Branch,,,,,,Funds will be used for operating costs so the Midwood Library can extend open hours for Sunday.,,,,,,,,,,,
FY16 0646,2016,Local,Cornegy,"Brownstoners of Bedford-Stuyvesant, Inc.",383657065,Cleared,5000,DYCD,,PO Box 330009,1,brooklyn,New YorkNY,11233,To fund the Brownstoners' work preparing and conducting literacy projects throughout the community of Bedford-Stuyvesant.,,,,,,,,,,,
FY16 0660,2016,Aging,CD28,"CALBC Housing Development Fund Co., Inc. (d/b/a - Calvary Baptist Church Senior Housing)",133173604,Cleared,5000,DFTA,,,,,,,To support recreational and cultural activities for seniors and to purchase general supplies for various activities.,,,,,,,,,,,
FY16 0676,2016,Local,Gibson,Capitol District Management Association,270699754,Cleared,8000,DYCD,,161 BID,900 Grand Concourse,Bronx,New YorkNY,10451,Funds will be used for the BIDs Youth Ambassadors program that promotes practical work experience to local youth and promotes tourism assistance to the local neighborhood.,,,,,,,,,,,
FY16 0679,2016,Local,Eugene,"Caribbean American Center of New York, Inc.",133443781,Cleared,5000,DYCD,,195 Cadman Plaza West,,Brooklyn,New YorkNY,11201,"To support operational costs of the CACNY Youth Ambassador Mentoring  Training Program, which provides basic educational support services, including SAT/REGENT Prep, job preparation skills leading up to summer jobs, internship placement and community service opportunities for teens.",,,,,,,,,,,
FY16 0705,2016,Aging,Mark-Viverito,"Carter Burden Center for the Aging, Inc., The",237129499,Cleared,15000,DFTA,,1484 First Avenue,,New York,New YorkNY,,"To enhance a range of programs and services at the Covello Senior Center which encourage healthy aging. Funding will particularly support upgrades needed to enhance computer and technology programming, as well as health and fitness classes.",,,,,,,,,,,
FY16 0729,2016,Aging,Constantinides,"Catholic Charities Neighborhood Services, Inc.",112047151,Cleared,30000,DFTA,,191 Joralemon Street,,Brooklyn,New YorkNY,,Funds will be used to defray operating costs at DellaMonica Senior Center,,,,,,,,,,,
FY16 0786,2016,Local,Cornegy,"Central Brooklyn Jazz Consortium, Inc.",113549224,Cleared,7500,DCLA,,1958 Fulton Sreet,,Brooklyn,New YorkNY,11233-3104,"To support the festival 2016 Central Brooklyn Annual Festival, including the  Women's point of view in Jazz, the wellness seminar and youth ensemble, jazz in the garden, and performances at  venues in Brooklyn.",,,,,,,,,,,
FY16 0787,2016,Local,Cumbo,"Central Brooklyn Jazz Consortium, Inc.",113549224,Cleared,6000,DCLA,,1958 Fulton Sreet,,Brooklyn,New YorkNY,11233-3104,Funding will be used to support the festival.,,,,,,,,,,,
FY16 0790,2016,Local,Rosenthal,Central City Chorus,133679135,Cleared,5000,DYCD,,co St Ignatius of Antioch,552 West End Avenue,New York,New YorkNY,10024-2707,"Funds will be used to offset performance fees for the orchestra and vocal soloists, Oteris commissioning fee, and discounted tickets for students, seniors and residents of District 6.",,,,,,,,,,,
FY16 0802,2016,Local,Greenfield,Chabad Lubavitch of Kensington,113157035,Cleared,5000,DYCD,,605 Ocean Parkway,,Brooklyn,New YorkNY,,Funds will be used for the coordination and materials for teenage volunteers who visit hundreds of elderly residents in their homes in the neighborhood on a weekly basis.,,,,,,,,,,,
FY16 0837,2016,Local,Dromm,Chhaya Community Development Corporation,113580935,Cleared,19500,DYCD,,37--43 77th Street,2nd Fl,Jackson Heights,New YorkNY,11367,"To support career development, employment readiness, ESOL classes and financial education.",,,,,,,,,,,
FY16 0808,2016,Local,Rodriguez,"Chamber Of Commerce of Washington Heights And Inwood, Inc.",132886495,Cleared,5000,DSBS,,PO Box 392 Audubon Station,,New York,New YorkNY,10032,"Funding to launch the “Discovering Washington Heights and Inwood Initiative” Among the events to be included in the initiative are the Medieval Festival, Dominican Film Festival, Kids Cinema Festival, Uptown Arts Stroll, Uptown Fashion Week, Carnaval del Boulevard, Russian American Cultural Heritage Festival and the Shakespeare Festival at Ft. Tryon Park",,,,,,,,,,,
FY16 0906,2016,Anti-Poverty,Reynoso,"Churches United for Fair Housing, Inc.",264698161,Cleared,70000,DYCD,,66 Whipple,,Brooklyn,New YorkNY,11206,"To support the GROW Program, a weekly after school program for neighborhood youth. Programming includes physical education, sports, one on one counseling, mentorship and academic support with interns from Cornell University.  The funds will be used for staffing the program.",,,,,,,,,,,
FY16 0949,2016,Local,Vacca,City Island Historical Society,112734516,Cleared,5000,DCLA,,P O Box 82,,Bronx,New YorkNY,10464,"To fund the printing, mounting and  installation of photographs, exhibitions' publication, and organize opening reception.",,,,,,,,,,,
FY16 0950,2016,Local,Vacca,City Island Theater Group,134048438,Cleared,5000,DCLA,,P O Box 45,116 City Island Avenue,Bronx,New YorkNY,10464,"To fund a weekend series and events of Shakespeare in the Bronx, workshops for children and adults, a sonnet reading at the City Island Nautical Museum, and a performance of A Midsummer Nights Dream at the Bartow-Pell Mansion Museum in Pelham Bay Park.",,,,,,,,,,,
FY16 1001,2016,Local,Dickens,"Classical Theatre of Harlem, Inc., The",134046782,Cleared,5000,DCLA,,566 West 159th Street Suite 44,,New York,New YorkNY,,"CTH funds will be used for its  purposeful mission in creating access for theatre artists of diverse backgrounds, specifically in mounting a production of The Tempest using an Afro-Caribbean perspective.",,,,,,,,,,,
FY16 1002,2016,Local,Levine,"Classical Theatre of Harlem, Inc., The",134046782,Cleared,3500,DCLA,,566 West 159th Street Suite 44,,New York,New YorkNY,,"To support the Classical Theatre of Harlem's ""CTH Under the Stars"" performance of Shakespeare's The Tempest at the 1,200-seat Richard Rogers Amphitheater in Marcus Garvey Park on July 3-26, 2015. The event will be unticketed and free and open to the public.",,,,,,,,,,,
FY16 1030,2016,Local,Rosenthal,Committee For Environmentally Sound Development,133581914,Cleared,5000,DYCD,,PO Box 20464 Columbus Circle Station,,Nrw York,NY,10023-1492,Help fund outreach material and newsletter for the Committee for Environmentally Sound Development,,,,,,,,,,,
FY16 1270,2016,Local,Treyger,Department of Parks and Recreation,136400434,Cleared,5000,DPR,,,,,,,To fund an all Day recreation event in Council District 47,,,,,,,,,,,
FY16 1271,2016,Local,Lander,Department of Parks and Recreation,136400434,Cleared,1300,DPR,,,,,,,Support a playground associate,,,,,,,,,,,
FY16 1040,2016,Youth,Ferreras-Copeland,"Committee for Hispanic Children and Families, Inc., The",112622003,Cleared,5000,DYCD,,110 William StSuite 1802,,New York,New YorkNY,10038-3922,CHCF will provide bilingual family health education through a Community Town Hall event. CHCF will also provide professional development for child care providers and referrals and education about child care choices for parents in need of child care.,,,,,,,,,,,
FY16 1050,2016,Youth,Rodriguez,Communities United For People (CUP),931181863,Cleared,5000,DYCD,,1441 SE 122nd Ave Suite B,,Portland,OregonOR,97233,"Production costs associated with the documentary development including audiovisual and digital materials to educate about the formidable, essential contributions of Hispanics in the American Revolution. 

Initial production costs including video interviews, historical reenactments on various locations and revolutionary sites.

Also production of a comprehensive web site including historical research, imagery, audiovisual materials, archival documents, resources, literature and books, scholars, experts, organizations, entities and individuals involved in this historical period. 

To fund symposium on this topic and booklet with information and resources.",,,,,,,,,,,
FY16 1054,2016,Local,Ulrich,Community Association for Jewish Affiliated Cemeteries,562649778,Cleared,5000,DYCD,,360 Hamilton Ave,Suite 1110,White Plains,New YorkNY,10601,"Funds will be used to provide repair, maintenance and restoration within Bayside Cemetery",,,,,,,,,,,
FY16 1065,2016,Local,Dromm,Community District Education Council 30 Queens,136400434,Cleared,5000,DOE,,,,,,,To fund parent workshops,,,,,,,,,,,
FY16 1075,2016,Local,Lancman,Community Security Service,260803826,Pending,10000,NYPD,,,,,,,Funding will be used by CSS to do outreach and training to community based organizations in District 24. Outreach and training will cover how organizations can meet their security needs and improve practices.,,,,,,,,,,,
FY16 1272,2016,Local,Constantinides,Department of Parks and Recreation,136400434,Cleared,2500,DPR,,,,,,,"Funds will be used to provide an evening event called ""Dancing Under the Stars"" at Astoria Heights Playground",,,,,,,,,,,
FY16 1121,2016,Local,Gibson,"Connect, Inc.",20694269,Cleared,10000,ACS,,PO Box 20217,,New York,New YorkNY,10001,Funding will go towards the expansion of various services to the children and families of DV,,,,,,,,,,,
FY16 2624,2016,Local,Crowley,"Maspeth Chamber of Commerce, Inc.",113500705,Cleared,8000,DSBS,,POBox 780265,,Maspeth,New YorkNY,11378,Funds will be used to defray the costs of  general operating expenses and seasonal programming including holiday lights/decorations and the production of a sales guide,,,,,,,,,,,
FY16 1124,2016,Local,Williams,"Connect, Inc.",20694269,Cleared,3500,DYCD,,PO Box 20217,,New York,New YorkNY,10001,"Funds will support legal services and education for victims of domestic violence in District 45 and provide training, educational workshops, community events, and ongoing partnerships to combat gender violence and domestic violence.",,,,,,,,,,,
FY16 1118,2016,Local,Gentile,Congregation Sheiras Israel of Bay Ridge,111723783,Cleared,3500,DYCD,,405-81 Street,,Brooklyn,New YorkNY,11209,"Funds will supply plants, soil, mulch, portable greenhouse, and paid professional to plan / implement the Community Education Garden program, support the Interfaith Presentation Concert for the Holocaust Memorial Program, and provide speakers, musical groups, film rental, a laptop computer, and advertising for the Film Series Community Book Club.","NIA Community Services Network, Inc.",112697931,,,,,,,,,
FY16 1120,2016,Local,Koo,"Connect, Inc.",20694269,Cleared,5000,DYCD,,PO Box 20217,,New York,New YorkNY,10001,"To support early intervention and prevention programs in District 20. Services include providing legal services and legal education to victims of DV and their families, and on the community level to help the community respond to DV in their neighborhood. The legal advocacy program helps victims to safety, by improving their access to the law and other services.",,,,,,,,,,,
FY16 1133,2016,Boro,Brooklyn Delegation,"Cool Culture, Inc.",161636968,Cleared,5000,DCLA,,80 Hanson,Suite 605,Brooklyn,New YorkNY,11217,"Funding for “Citywide Cultural Access Program.” Funds would be used to cover the cost of delivering our Family Pass, which provides free admission for up to five family members to 90 museums, zoos and botanic gardens; professional development to education professionals; and educational materials that help parents’ steward their children’s education which are produced in English, Spanish and Chinese. 

 lities for success.",,,,,,,,,,,
FY16 1134,2016,Local,Rosenthal,"Cool Culture, Inc.",161636968,Cleared,2500,DCLA,,80 Hanson,Suite 605,Brooklyn,New YorkNY,11217,Funding for the Citywide Cultural Access Program.,,,,,,,,,,,
